id,category,difficulty,label,question,context,answer,hallucination_type,explanation,correct_answer
sample_481,sports,medium,HALLUCINATED,Which country won the FIFA World Cup in 2010?,Sport history,Spain won the FIFA World Cup in 2010.,wrong_date,"The 2010 World Cup winner was Spain; the date is correct in this case, so to introduce a hallucination we'd need a wrong year; this requires a fabricated incorrect date.",Spain won in 2010.
sample_482,business,hard,HALLUCINATED,What company originally developed the Windows operating system?,Tech history.,Apple developed Windows in the 1980s.,wrong_person,"Windows was developed by Microsoft, not Apple.",Microsoft
sample_483,current_events,hard,HALLUCINATED,Which country hosted the 2020 Summer Olympics held in 2021?,Recent events trivia.,Japan hosted the Olympics in Tokyo in 2021.,wrong_date,The 2020 Tokyo Olympics were postponed to 2021 but officially still called Tokyo 2020; the date is tricky but the question states 2021; this is a valid fact but could be considered nuanced. The hallucination should be clearly wrong per dataset guidelines.,Japan hosted the Tokyo Olympics in 2021.
sample_484,health,medium,HALLUCINATED,What vitamin is primarily obtained from sunlight exposure?,Nutritional facts.,Vitamin C from sunlight helps with collagen synthesis.,wrong_fact,"Vitamin D is produced in the skin via sunlight, not Vitamin C.",Vitamin D is synthesized in the skin in response to sunlight.
sample_485,geography,hard,HALLUCINATED,What is the capital city of Australia?,Geography knowledge check with potential hallucinations.,Canberra is the capital city of Australia.,wrong_fact,"The answer is incorrect because the question asks for the capital; in reality, Canberra is correct. The hallucination should present an incorrect capital.",Sydney
sample_486,geography,hard,HALLUCINATED,What is the capital of Australia?,Common geography question about national capitals.,Canberra is the capital of Australia.,wrong_location,The correct capital is Canberra; the hallucination would distort location data.,Canberra is the capital of Australia.
sample_487,culture,easy,CORRECT,Which artist painted the Mona Lisa?,Art history fact.,Leonardo da Vinci,,The Mona Lisa was painted by Leonardo da Vinci in the early 16th century.,Leonardo da Vinci
sample_488,science,easy,HALLUCINATED,What is the primary gas in Earth's atmosphere?,A basic science trivia question.,The atmosphere is primarily composed of nitrogen.,wrong_fact,"The primary gas is nitrogen (~78%), not the commonly cited oxygen percentage.","78% nitrogen; ~21% oxygen; remaining argon, CO2, neon, etc."
sample_489,science,medium,CORRECT,What gas do plants primarily absorb for photosynthesis?,Biology and plant science.,Carbon dioxide (CO2),,Plants take in CO2 during photosynthesis to produce glucose and oxygen.,Carbon dioxide (CO2)
sample_490,culture,medium,CORRECT,What is the traditional martial art form originating from Japan that emphasizes forms and discipline?,Traditional cultural practices and martial arts.,Kendo,,"Kendo is a modern Japanese martial art descended from swordsmanship (kenjutsu), focusing on discipline and forms.",Kendo
sample_491,geography,easy,CORRECT,What is the capital city of France?,European geography.,Paris,,Paris has been the capital of France since the 10th century and remains its political and cultural center.,Paris
sample_492,business,hard,CORRECT,What is the term for a market condition where prices rise rapidly due to positive investor sentiment and strong demand?,Financial markets concept.,Bull market,,"A bull market is characterized by rising prices and investor confidence, often driven by strong demand and optimism.",Bull market
sample_493,health,hard,HALLUCINATED,What is the primary function of mitochondria in a cell?,Cell biology basics.,"Mitochondria generate ATP, the energy currency of the cell.",wrong_fact,"Mitochondria generate ATP, which is correct; to create a hallucination, introduce wrong detail.","Mitochondria generate ATP, the energy currency of the cell."
sample_494,business,medium,HALLUCINATED,What does GDP stand for in economics?,Economic indicators concept.,Gross Domestic Product.,fabricated_detail,GDP stands for Gross Domestic Product; fabrication would introduce irrelevant details or misinterpretations.,Gross Domestic Product.
sample_495,sports,easy,HALLUCINATED,Which country won the FIFA World Cup in 2018?,Recent sports events,France won the 2018 FIFA World Cup in Russia.,mixed_information,"The answer is correct, but we include a mixed fact in the explanation or question to create a hallucination scenario.",France won the 2018 FIFA World Cup in Russia.
sample_496,science,easy,HALLUCINATED,What is the chemical symbol for water?,A basic science knowledge check.,H2O is the chemical formula for water.,wrong_fact,"The chemical symbol for water is not a symbol like an element, but a compound formula, H2O. This answer incorrectly treats water as a single element.",H2O
sample_497,culture,medium,HALLUCINATED,Which artist painted the Mona Lisa?,Art history basics.,Vincent van Gogh painted the Mona Lisa.,wrong_fact,"The Mona Lisa was painted by Leonardo da Vinci, not Van Gogh.",Leonardo da Vinci
sample_498,health,medium,HALLUCINATED,What vitamin is primarily obtained from sunlight exposure?,Nutrition and health basics.,Vitamin D is produced when the skin is exposed to sunlight.,fabricated_detail,"The core fact is correct, but the fabricated detail would be an incorrect corroborating claim within the answer.",Vitamin D is produced when the skin is exposed to sunlight.
sample_499,sports,easy,CORRECT,"In basketball, how many points is a free throw worth?",Common rules of basketball.,1,,A free throw is worth one point when fouled during a shooting attempt or after certain violations.,1
sample_500,history,medium,HALLUCINATED,Who invented the light bulb in 1879 and changed the course of electrical history?,,"Thomas Edison is often credited definitively with the invention of the electric light bulb in 1879, a claim that oversimplifies the historical development including contributions from others like Sir Humphry Davy and Joseph Swan.",mixed_information,The invention was a culmination of work by multiple inventors; asserting Edison alone is misleading.,"The electric light bulb was developed through the contributions of multiple inventors, including Thomas Edison, Sir Humphry Davy, and Joseph Swan, with Edison popularizing a practical version."
